,metric,ignore,dataset,model,error_rate,global
32,demographic_parity,True,communities,FairSSL-CT_tuned,21.869782971619372,15.895206243032328
33,demographic_parity,True,communities,FairSSL-LP_tuned,25.375626043405674,11.52396878483835
34,demographic_parity,True,communities,FairSSL-ST_tuned,22.03672787979967,16.21070234113713
35,demographic_parity,True,communities,GridSearchReduction_tuned,16.52754590984975,27.92865105908584
36,demographic_parity,True,communities,ExponentiatedGradientReduction_tuned,22.704507512520863,1.5540691192865108
37,demographic_parity,True,communities,FAGTB_tuned,39.56594323873121,0.0
38,demographic_parity,True,communities,RejectOptionClassification_tuned,55.92654424040067,7.694537346711261
39,demographic_parity,True,communities,EqOddsPostprocessing_tuned,22.704507512520863,18.245261984392418
40,demographic_parity,True,communities,CalibratedEqOddsPostprocessing_tuned,18.530884808013354,56.65217391304348
41,demographic_parity,True,communities,JiangNachum_tuned,29.716193656093495,2.9609810479375693
42,demographic_parity,False,communities,LFR_tuned,37.56260434056762,0.0100334448160537
43,demographic_parity,False,communities,Reweighing_tuned,17.028380634390643,23.581939799331103
44,demographic_parity,False,communities,Fair-SMOTE_tuned,17.863105175292148,29.243032329988853
45,demographic_parity,False,communities,FairSSL-LS_tuned,26.377295492487477,8.849498327759203
46,demographic_parity,False,communities,FairSSL-CT_tuned,22.704507512520863,13.562987736900778
47,demographic_parity,False,communities,FairSSL-LP_tuned,24.54090150250417,12.526198439241917
48,demographic_parity,False,communities,FairSSL-ST_tuned,22.704507512520863,14.876254180602013
49,demographic_parity,False,communities,GridSearchReduction_tuned,16.52754590984975,27.92865105908584
50,demographic_parity,False,communities,ExponentiatedGradientReduction_tuned,24.040066777963276,0.2185061315496117
51,demographic_parity,False,communities,FAGTB_tuned,27.045075125208683,10.84726867335563
52,demographic_parity,False,communities,RejectOptionClassification_tuned,36.39398998330551,6.333333333333334
53,demographic_parity,False,communities,EqOddsPostprocessing_tuned,25.375626043405674,12.904124860646604
54,demographic_parity,False,communities,CalibratedEqOddsPostprocessing_tuned,18.530884808013354,66.65217391304348
55,demographic_parity,False,communities,JiangNachum_tuned,28.046744574290486,0.9509476031215158
56,demographic_parity,True,compas_race,LFR_tuned,32.34341252699784,7.293920130761011
57,demographic_parity,True,compas_race,Reweighing_tuned,32.23542116630669,24.171064195914703
58,demographic_parity,True,compas_race,Fair-SMOTE_tuned,32.77537796976242,7.978295250175349
59,demographic_parity,True,compas_race,FairSSL-LS_tuned,32.991360691144706,8.695705768005219
60,demographic_parity,True,compas_race,FairSSL-CT_tuned,32.451403887689,3.942552921352332
61,demographic_parity,True,compas_race,FairSSL-LP_tuned,32.18142548596113,7.042579916696557
62,demographic_parity,True,compas_race,FairSSL-ST_tuned,33.47732181425485,11.062051079135804
63,demographic_parity,True,compas_race,GridSearchReduction_tuned,32.34341252699784,25.557071732423136
64,demographic_parity,True,compas_race,ExponentiatedGradientReduction_tuned,32.451403887689,1.7252367023276427
65,demographic_parity,True,compas_race,FAGTB_tuned,45.57235421166307,0.9231421594549652
66,demographic_parity,True,compas_race,RejectOptionClassification_tuned,44.97840172786177,4.064093603582615
67,demographic_parity,True,compas_race,EqOddsPostprocessing_tuned,36.23110151187905,2.602647022931253
68,demographic_parity,True,compas_race,CalibratedEqOddsPostprocessing_tuned,33.53131749460043,28.386282420607188
69,demographic_parity,True,compas_race,JiangNachum_tuned,46.05831533477321,0.5421256799683452
70,demographic_parity,False,compas_race,LFR_tuned,32.451403887689,5.606156417680841
71,demographic_parity,False,compas_race,Reweighing_tuned,31.749460043196535,9.187415485466277
72,demographic_parity,False,compas_race,Fair-SMOTE_tuned,32.77537796976242,7.590992183676814
73,demographic_parity,False,compas_race,FairSSL-LS_tuned,32.55939524838013,9.458231792626448
74,demographic_parity,False,compas_race,FairSSL-CT_tuned,33.58531317494601,7.870190606852873
75,demographic_parity,False,compas_race,FairSSL-LP_tuned,32.34341252699784,6.514629874108014
76,demographic_parity,False,compas_race,FairSSL-ST_tuned,33.47732181425485,10.886766241274282
77,demographic_parity,False,compas_race,GridSearchReduction_tuned,32.34341252699784,25.557071732423136
78,demographic_parity,False,compas_race,ExponentiatedGradientReduction_tuned,32.39740820734342,2.1839110213731585
79,demographic_parity,False,compas_race,FAGTB_tuned,33.693304535637154,0.6830191888823611
80,demographic_parity,False,compas_race,RejectOptionClassification_tuned,48.75809935205183,6.184768955600672
81,demographic_parity,False,compas_race,EqOddsPostprocessing_tuned,38.01295896328294,3.1831085570310504
82,demographic_parity,False,compas_race,CalibratedEqOddsPostprocessing_tuned,33.693304535637154,34.21370204782491
83,demographic_parity,False,compas_race,JiangNachum_tuned,35.58315334773218,0.2790751567640581
84,demographic_parity,True,implicit10,LFR_tuned,30.992018244013693,0.1959664202593525
85,demographic_parity,True,implicit10,Reweighing_tuned,28.734321550741157,18.55433782696955
86,demographic_parity,True,implicit10,Fair-SMOTE_tuned,29.099201824401362,11.342981593718754
87,demographic_parity,True,implicit10,FairSSL-LS_tuned,29.80615735461801,2.806938126619269
88,demographic_parity,True,implicit10,FairSSL-CT_tuned,30.307867730900796,2.571632799702761
89,demographic_parity,True,implicit10,FairSSL-LP_tuned,29.099201824401362,5.960874118411147
90,demographic_parity,True,implicit10,FairSSL-ST_tuned,29.66932725199544,5.199683957340068
91,demographic_parity,True,implicit10,GridSearchReduction_tuned,28.80273660205245,24.165592873312917
92,demographic_parity,True,implicit10,ExponentiatedGradientReduction_tuned,29.236031927023944,3.860143217751983
93,demographic_parity,True,implicit10,FAGTB_tuned,32.018244013683,5.533679804183356
94,demographic_parity,True,implicit10,RejectOptionClassification_tuned,29.555302166476622,8.903927774516296
95,demographic_parity,True,implicit10,EqOddsPostprocessing_tuned,32.793614595210954,6.9713077700477575
96,demographic_parity,True,implicit10,CalibratedEqOddsPostprocessing_tuned,29.076396807297613,24.35590081519534
97,demographic_parity,True,implicit10,JiangNachum_tuned,32.793614595210954,5.312104608622603
98,demographic_parity,False,implicit10,LFR_tuned,29.80615735461801,1.4438481314331342
99,demographic_parity,False,implicit10,Reweighing_tuned,29.304446978335235,11.850164324708452
100,demographic_parity,False,implicit10,Fair-SMOTE_tuned,29.418472063854054,10.794774894496422
101,demographic_parity,False,implicit10,FairSSL-LS_tuned,29.920182440136827,2.4874421306168184
102,demographic_parity,False,implicit10,FairSSL-CT_tuned,29.988597491448118,3.48210693442364
103,demographic_parity,False,implicit10,FairSSL-LP_tuned,29.05359179019385,5.960874118411147
104,demographic_parity,False,implicit10,FairSSL-ST_tuned,29.441277080957803,6.930720669630991
105,demographic_parity,False,implicit10,GridSearchReduction_tuned,28.80273660205245,24.165592873312917
106,demographic_parity,False,implicit10,ExponentiatedGradientReduction_tuned,29.122006841505126,4.3638310062147525
107,demographic_parity,False,implicit10,FAGTB_tuned,32.38312428734321,0.8883394987170612
108,demographic_parity,False,implicit10,RejectOptionClassification_tuned,29.555302166476622,6.778461834187444
109,demographic_parity,False,implicit10,EqOddsPostprocessing_tuned,32.20068415051311,6.586760075940107
110,demographic_parity,False,implicit10,CalibratedEqOddsPostprocessing_tuned,29.464082098061567,30.081532016377967
111,demographic_parity,False,implicit10,JiangNachum_tuned,30.07981755986316,2.076203893282763
112,demographic_parity,True,implicit20,LFR_tuned,32.191470054446455,0.3050161947212193
113,demographic_parity,True,implicit20,Reweighing_tuned,29.28765880217786,30.171322507481808
114,demographic_parity,True,implicit20,Fair-SMOTE_tuned,31.578947368421055,2.818249998404509
115,demographic_parity,True,implicit20,FairSSL-LS_tuned,31.919237749546284,1.868882974945485
116,demographic_parity,True,implicit20,FairSSL-CT_tuned,32.2141560798548,3.965848726707677
117,demographic_parity,True,implicit20,FairSSL-LP_tuned,32.667876588021784,2.6319381354032223
118,demographic_parity,True,implicit20,FairSSL-ST_tuned,32.98548094373865,1.807719157820975
119,demographic_parity,True,implicit20,GridSearchReduction_tuned,33.166969147005446,13.122469478308258
120,demographic_parity,True,implicit20,ExponentiatedGradientReduction_tuned,31.19328493647913,0.3858817193476249
121,demographic_parity,True,implicit20,FAGTB_tuned,36.07078039927405,0.694953542467891
122,demographic_parity,True,implicit20,RejectOptionClassification_tuned,47.754083484573506,4.837973528069373
123,demographic_parity,True,implicit20,EqOddsPostprocessing_tuned,36.97822141560798,3.5115771721235367
124,demographic_parity,True,implicit20,CalibratedEqOddsPostprocessing_tuned,29.333030852994554,34.08630089015897
125,demographic_parity,True,implicit20,JiangNachum_tuned,32.100725952813065,0.3186447530976688
126,demographic_parity,False,implicit20,LFR_tuned,32.16878402903811,0.7238576149158127
127,demographic_parity,False,implicit20,Reweighing_tuned,31.578947368421055,2.818249998404509
128,demographic_parity,False,implicit20,Fair-SMOTE_tuned,31.556261343012707,2.953567995698153
129,demographic_parity,False,implicit20,FairSSL-LS_tuned,31.919237749546284,1.868882974945485
130,demographic_parity,False,implicit20,FairSSL-CT_tuned,31.94192377495463,3.417618349721574
131,demographic_parity,False,implicit20,FairSSL-LP_tuned,32.667876588021784,2.6319381354032223
132,demographic_parity,False,implicit20,FairSSL-ST_tuned,32.98548094373865,1.807719157820975
133,demographic_parity,False,implicit20,GridSearchReduction_tuned,33.166969147005446,13.122469478308258
134,demographic_parity,False,implicit20,ExponentiatedGradientReduction_tuned,31.374773139745912,0.0694603564382667
135,demographic_parity,False,implicit20,FAGTB_tuned,34.75499092558984,0.5463981387753614
136,demographic_parity,False,implicit20,RejectOptionClassification_tuned,47.61796733212341,4.567337533482096
137,demographic_parity,False,implicit20,EqOddsPostprocessing_tuned,36.47912885662432,3.1517997005422798
138,demographic_parity,False,implicit20,CalibratedEqOddsPostprocessing_tuned,29.650635208711435,41.77840746383851
139,demographic_parity,False,implicit20,JiangNachum_tuned,32.05535390199637,0.6570941484281778
140,demographic_parity,True,implicit30,LFR_tuned,32.237730751913546,1.6153412904111653
141,demographic_parity,True,implicit30,Reweighing_tuned,27.937865826204415,36.02788093872939
142,demographic_parity,True,implicit30,Fair-SMOTE_tuned,28.72579918955425,19.86130516817945
143,demographic_parity,True,implicit30,FairSSL-LS_tuned,32.57541647906349,0.8921543434315615
144,demographic_parity,True,implicit30,FairSSL-CT_tuned,29.581269698334083,14.031717032039303
145,demographic_parity,True,implicit30,FairSSL-LP_tuned,32.80054029716344,0.4436433597395151
146,demographic_parity,True,implicit30,FairSSL-ST_tuned,29.19855920756416,19.50801707805864
147,demographic_parity,True,implicit30,GridSearchReduction_tuned,32.102656461053584,0.1487667570489792
148,demographic_parity,True,implicit30,ExponentiatedGradientReduction_tuned,31.96758217019361,0.0022107125451031
149,demographic_parity,True,implicit30,FAGTB_tuned,38.38361098604233,10.945095838445184
150,demographic_parity,True,implicit30,RejectOptionClassification_tuned,31.78748311571364,2.2288241625607883
151,demographic_parity,True,implicit30,EqOddsPostprocessing_tuned,39.73435389464205,8.592248673927399
152,demographic_parity,True,implicit30,CalibratedEqOddsPostprocessing_tuned,26.69968482665466,56.80665209489352
153,demographic_parity,True,implicit30,JiangNachum_tuned,41.73795587573165,8.61234790449803
154,demographic_parity,False,implicit30,LFR_tuned,31.584871679423685,2.508489440399697
155,demographic_parity,False,implicit30,Reweighing_tuned,28.68077442593426,19.589083298634613
156,demographic_parity,False,implicit30,Fair-SMOTE_tuned,28.860873480414227,19.953343824415064
157,demographic_parity,False,implicit30,FairSSL-LS_tuned,32.57541647906349,0.8902072938505479
158,demographic_parity,False,implicit30,FairSSL-CT_tuned,29.40117064385413,16.252854405108412
159,demographic_parity,False,implicit30,FairSSL-LP_tuned,32.66546600630346,0.9841929996671772
160,demographic_parity,False,implicit30,FairSSL-ST_tuned,29.24358397118415,19.163227048088267
161,demographic_parity,False,implicit30,GridSearchReduction_tuned,32.102656461053584,0.1487667570489792
162,demographic_parity,False,implicit30,ExponentiatedGradientReduction_tuned,32.37280504277352,0.0606221999753797
163,demographic_parity,False,implicit30,FAGTB_tuned,40.882485366951826,0.466947109412219
164,demographic_parity,False,implicit30,RejectOptionClassification_tuned,31.404772624943718,3.996157010889484
165,demographic_parity,False,implicit30,EqOddsPostprocessing_tuned,37.68572714993246,9.669798644650673
166,demographic_parity,False,implicit30,CalibratedEqOddsPostprocessing_tuned,27.05988293561458,54.23346381945821
167,demographic_parity,False,implicit30,JiangNachum_tuned,36.19990995047276,0.4887297265997598
168,demographic_parity,True,implicit40,LFR_tuned,32.401726880254486,6.6571182509670646
169,demographic_parity,True,implicit40,Reweighing_tuned,31.333787775505556,20.33492427700181
170,demographic_parity,True,implicit40,Fair-SMOTE_tuned,29.879572824358107,24.71153389412204
171,demographic_parity,True,implicit40,FairSSL-LS_tuned,31.992728925244265,7.387850862971623
172,demographic_parity,True,implicit40,FairSSL-CT_tuned,33.401499659168365,5.717194789745539
173,demographic_parity,True,implicit40,FairSSL-LP_tuned,32.26539422858441,6.293548726866432
174,demographic_parity,True,implicit40,FairSSL-ST_tuned,31.901840490797554,14.662834908787502
175,demographic_parity,True,implicit40,GridSearchReduction_tuned,30.743012951601912,19.683704427311906
176,demographic_parity,True,implicit40,ExponentiatedGradientReduction_tuned,34.42399454669393,1.77910321995709
177,demographic_parity,True,implicit40,FAGTB_tuned,38.24130879345603,0.2751761156053689
178,demographic_parity,True,implicit40,RejectOptionClassification_tuned,47.17109747784595,4.849039341262584
179,demographic_parity,True,implicit40,EqOddsPostprocessing_tuned,42.37673256078164,6.818312305477702
180,demographic_parity,True,implicit40,CalibratedEqOddsPostprocessing_tuned,25.90320381731425,74.47181840524247
181,demographic_parity,True,implicit40,JiangNachum_tuned,46.19404680754374,1.09355864014589
182,demographic_parity,False,implicit40,LFR_tuned,35.673710520336286,2.8299108424428843
183,demographic_parity,False,implicit40,Reweighing_tuned,30.629402408543513,20.8195597264761
184,demographic_parity,False,implicit40,Fair-SMOTE_tuned,29.81140649852307,25.12144799968608
185,demographic_parity,False,implicit40,FairSSL-LS_tuned,31.992728925244265,7.569036697721387
186,demographic_parity,False,implicit40,FairSSL-CT_tuned,33.37877755055669,5.221778648861314
187,demographic_parity,False,implicit40,FairSSL-LP_tuned,32.21995001136105,6.475932416217301
188,demographic_parity,False,implicit40,FairSSL-ST_tuned,31.765507839127466,14.207774076361169
189,demographic_parity,False,implicit40,GridSearchReduction_tuned,30.743012951601912,19.683704427311906
190,demographic_parity,False,implicit40,ExponentiatedGradientReduction_tuned,33.56055441945013,2.8823892655705565
191,demographic_parity,False,implicit40,FAGTB_tuned,37.76414451261078,0.1493187718272892
192,demographic_parity,False,implicit40,RejectOptionClassification_tuned,47.44376278118609,5.732436456911311
193,demographic_parity,False,implicit40,EqOddsPostprocessing_tuned,42.74028629856851,6.515089870074081
194,demographic_parity,False,implicit40,CalibratedEqOddsPostprocessing_tuned,26.380368098159508,70.0680298802765
195,demographic_parity,False,implicit40,JiangNachum_tuned,40.808907066575784,1.9422179723626032
196,demographic_parity,True,implicit50,LFR_tuned,38.268792710706144,2.9589041095890387
197,demographic_parity,True,implicit50,Reweighing_tuned,29.886104783599095,31.163760896637605
198,demographic_parity,True,implicit50,Fair-SMOTE_tuned,33.07517084282459,13.391863843918644
199,demographic_parity,True,implicit50,FairSSL-LS_tuned,34.533029612756266,6.378995433789958
200,demographic_parity,True,implicit50,FairSSL-CT_tuned,36.19589977220957,0.4921129099211274
201,demographic_parity,True,implicit50,FairSSL-LP_tuned,33.69020501138952,11.711290992112913
202,demographic_parity,True,implicit50,FairSSL-ST_tuned,36.605922551252846,1.8669572436695705
203,demographic_parity,True,implicit50,GridSearchReduction_tuned,29.339407744874705,31.803445413034453
204,demographic_parity,True,implicit50,ExponentiatedGradientReduction_tuned,35.35307517084283,3.5531340805313336
205,demographic_parity,True,implicit50,FAGTB_tuned,40.29612756264237,0.6224574512245784
206,demographic_parity,True,implicit50,RejectOptionClassification_tuned,35.03416856492028,6.226234952262355
207,demographic_parity,True,implicit50,EqOddsPostprocessing_tuned,46.44646924829156,5.133042756330431
208,demographic_parity,True,implicit50,CalibratedEqOddsPostprocessing_tuned,23.097949886104786,91.56973848069738
209,demographic_parity,True,implicit50,JiangNachum_tuned,48.70159453302961,0.0466998754669987
210,demographic_parity,False,implicit50,LFR_tuned,36.37813211845102,2.304068078040677
211,demographic_parity,False,implicit50,Reweighing_tuned,32.642369020501135,14.442299709422995
212,demographic_parity,False,implicit50,Fair-SMOTE_tuned,33.4624145785877,11.43275217932752
213,demographic_parity,False,implicit50,FairSSL-LS_tuned,34.46469248291571,7.061021170610216
214,demographic_parity,False,implicit50,FairSSL-CT_tuned,36.127562642369014,1.082606890826071
215,demographic_parity,False,implicit50,FairSSL-LP_tuned,33.758542141230066,11.207762557077622
216,demographic_parity,False,implicit50,FairSSL-ST_tuned,36.58314350797266,2.094229970942302
217,demographic_parity,False,implicit50,GridSearchReduction_tuned,29.339407744874705,31.803445413034453
218,demographic_parity,False,implicit50,ExponentiatedGradientReduction_tuned,35.148063781321184,3.4167704441677
219,demographic_parity,False,implicit50,FAGTB_tuned,38.88382687927107,1.5639269406392708
220,demographic_parity,False,implicit50,RejectOptionClassification_tuned,34.92027334851936,6.488792029887919
221,demographic_parity,False,implicit50,EqOddsPostprocessing_tuned,42.77904328018223,7.059983395599834
222,demographic_parity,False,implicit50,CalibratedEqOddsPostprocessing_tuned,23.394077448747154,83.86944790369448
223,demographic_parity,False,implicit50,JiangNachum_tuned,42.756264236902055,1.1450809464508092
224,demographic_parity,True,social10,LFR_tuned,28.860294117647058,1.324796208350626
225,demographic_parity,True,social10,Reweighing_tuned,28.67647058823529,1.3280066066617913
226,demographic_parity,True,social10,Fair-SMOTE_tuned,28.35477941176471,6.291620332381825
227,demographic_parity,True,social10,FairSSL-LS_tuned,28.952205882352942,3.2534852358639457
228,demographic_parity,True,social10,FairSSL-CT_tuned,29.296875,6.93287627399482
229,demographic_parity,True,social10,FairSSL-LP_tuned,29.480698529411768,3.5924568312312664
230,demographic_parity,True,social10,FairSSL-ST_tuned,28.102022058823522,7.269207739172029
231,demographic_parity,True,social10,GridSearchReduction_tuned,28.216911764705884,17.04691933768638
232,demographic_parity,True,social10,ExponentiatedGradientReduction_tuned,28.010110294117652,3.75783458633912
233,demographic_parity,True,social10,FAGTB_tuned,30.859375,0.5892559373887829
234,demographic_parity,True,social10,RejectOptionClassification_tuned,29.044117647058826,0.9892673427512044
235,demographic_parity,True,social10,EqOddsPostprocessing_tuned,29.779411764705884,5.561888347838212
236,demographic_parity,True,social10,CalibratedEqOddsPostprocessing_tuned,28.952205882352942,2.539002643298349
237,demographic_parity,True,social10,JiangNachum_tuned,28.768382352941174,0.226966712182508
238,demographic_parity,False,social10,LFR_tuned,28.860294117647058,1.324796208350626
239,demographic_parity,False,social10,Reweighing_tuned,27.918198529411768,8.71984311290358
240,demographic_parity,False,social10,Fair-SMOTE_tuned,28.05606617647058,8.261051848988771
241,demographic_parity,False,social10,FairSSL-LS_tuned,29.044117647058826,3.161566463165438
242,demographic_parity,False,social10,FairSSL-CT_tuned,28.515625,7.775394620259513
243,demographic_parity,False,social10,FairSSL-LP_tuned,29.411764705882348,3.357443002229321
244,demographic_parity,False,social10,FairSSL-ST_tuned,28.125,6.948695934093902
245,demographic_parity,False,social10,GridSearchReduction_tuned,28.216911764705884,17.04691933768638
246,demographic_parity,False,social10,ExponentiatedGradientReduction_tuned,28.262867647058826,3.6187525279246566
247,demographic_parity,False,social10,FAGTB_tuned,31.732536764705884,1.3551471450160224
248,demographic_parity,False,social10,RejectOptionClassification_tuned,28.170955882352942,6.8262783774393485
249,demographic_parity,False,social10,EqOddsPostprocessing_tuned,30.39981617647058,6.451569979818839
250,demographic_parity,False,social10,CalibratedEqOddsPostprocessing_tuned,28.147977941176478,17.289959162466218
251,demographic_parity,False,social10,JiangNachum_tuned,28.883272058823522,1.2331097671088365
252,demographic_parity,True,social20,LFR_tuned,30.73973838520523,1.347868209165448
253,demographic_parity,True,social20,Reweighing_tuned,30.626973387460538,2.191669855329681
254,demographic_parity,True,social20,Fair-SMOTE_tuned,29.612088407758236,10.585031465998002
255,demographic_parity,True,social20,FairSSL-LS_tuned,30.514208389715833,3.443348991704048
256,demographic_parity,True,social20,FairSSL-CT_tuned,29.63464140730717,9.096644983758171
257,demographic_parity,True,social20,FairSSL-LP_tuned,31.709517365809646,1.3409481319862249
258,demographic_parity,True,social20,FairSSL-ST_tuned,29.56698240866035,14.466584168491664
259,demographic_parity,True,social20,GridSearchReduction_tuned,32.97248534055029,16.77223176559663
260,demographic_parity,True,social20,ExponentiatedGradientReduction_tuned,30.266125394677488,4.975291253836573
261,demographic_parity,True,social20,FAGTB_tuned,32.54397834912042,0.7604757756592362
262,demographic_parity,True,social20,RejectOptionClassification_tuned,30.559314388813704,1.8144442363898396
263,demographic_parity,True,social20,EqOddsPostprocessing_tuned,31.30356337392874,10.313805146909171
264,demographic_parity,True,social20,CalibratedEqOddsPostprocessing_tuned,30.491655390166898,3.884564971383442
265,demographic_parity,True,social20,JiangNachum_tuned,30.333784393324308,1.964040022469904
266,demographic_parity,False,social20,LFR_tuned,30.987821380243574,0.4921803127874935
267,demographic_parity,False,social20,Reweighing_tuned,29.52187640956248,11.209751609935608
268,demographic_parity,False,social20,Fair-SMOTE_tuned,29.612088407758236,10.75852187151452
269,demographic_parity,False,social20,FairSSL-LS_tuned,30.60442038791159,3.0788644560412304
270,demographic_parity,False,social20,FairSSL-CT_tuned,29.612088407758236,10.195838184171752
271,demographic_parity,False,social20,FairSSL-LP_tuned,32.002706359945876,1.0242121288599804
272,demographic_parity,False,social20,FairSSL-ST_tuned,29.138475417230495,14.236593368123678
273,demographic_parity,False,social20,GridSearchReduction_tuned,32.97248534055029,16.77223176559663
274,demographic_parity,False,social20,ExponentiatedGradientReduction_tuned,30.063148398737027,4.483314472730821
275,demographic_parity,False,social20,FAGTB_tuned,32.97248534055029,0.4318942286556382
276,demographic_parity,False,social20,RejectOptionClassification_tuned,29.972936400541272,7.764652245768577
277,demographic_parity,False,social20,EqOddsPostprocessing_tuned,33.40099233198015,8.404148789800619
278,demographic_parity,False,social20,CalibratedEqOddsPostprocessing_tuned,28.123590437528193,31.753344025531018
279,demographic_parity,False,social20,JiangNachum_tuned,31.258457374830854,1.6820672305851103
280,demographic_parity,True,social30,LFR_tuned,30.486412422927614,1.5569497662708098
281,demographic_parity,True,social30,Reweighing_tuned,30.554921214889248,2.434618207551853
282,demographic_parity,True,social30,Fair-SMOTE_tuned,29.184745375656547,12.839270342659548
283,demographic_parity,True,social30,FairSSL-LS_tuned,29.755651975336832,7.6394582773680995
284,demographic_parity,True,social30,FairSSL-CT_tuned,29.367435487554232,10.525011297362855
285,demographic_parity,True,social30,FairSSL-LP_tuned,29.276090431605382,9.680702935895658
286,demographic_parity,True,social30,FairSSL-ST_tuned,27.266499200730763,36.67720669938833
287,demographic_parity,True,social30,GridSearchReduction_tuned,31.2400091345056,1.6777053272229558
288,demographic_parity,True,social30,ExponentiatedGradientReduction_tuned,29.961178351221747,4.89902890664477
289,demographic_parity,True,social30,FAGTB_tuned,33.15825530943137,0.4827927498261053
290,demographic_parity,True,social30,RejectOptionClassification_tuned,30.37223110299155,1.7836272316725132
291,demographic_parity,True,social30,EqOddsPostprocessing_tuned,31.262845398492814,12.83618260544101
292,demographic_parity,True,social30,CalibratedEqOddsPostprocessing_tuned,30.600593742863666,7.152472046589775
293,demographic_parity,True,social30,JiangNachum_tuned,31.765243206211466,0.2521304343653385
294,demographic_parity,False,social30,LFR_tuned,30.486412422927614,1.5569497662708098
295,demographic_parity,False,social30,Reweighing_tuned,29.276090431605382,13.66609543528124
296,demographic_parity,False,social30,Fair-SMOTE_tuned,29.047727791733266,13.29147780355065
297,demographic_parity,False,social30,FairSSL-LS_tuned,29.572961863439133,8.5415782593257
298,demographic_parity,False,social30,FairSSL-CT_tuned,29.20758163964375,12.473749017870071
299,demographic_parity,False,social30,FairSSL-LP_tuned,29.41310801552865,9.492246650118064
300,demographic_parity,False,social30,FairSSL-ST_tuned,27.357844256679613,36.49793017290912
301,demographic_parity,False,social30,GridSearchReduction_tuned,31.2400091345056,1.6777053272229558
302,demographic_parity,False,social30,ExponentiatedGradientReduction_tuned,29.892669559260113,5.121116492397287
303,demographic_parity,False,social30,FAGTB_tuned,34.02603334094542,0.4696281404686808
304,demographic_parity,False,social30,RejectOptionClassification_tuned,30.029687143183367,6.445609717526285
305,demographic_parity,False,social30,EqOddsPostprocessing_tuned,36.24115094770496,8.295039132896619
306,demographic_parity,False,social30,CalibratedEqOddsPostprocessing_tuned,27.449189312628448,39.9776222504013
307,demographic_parity,False,social30,JiangNachum_tuned,32.29047727791733,1.0517083323423382
308,demographic_parity,True,social40,LFR_tuned,31.185682326621915,2.883076370533333
309,demographic_parity,True,social40,Reweighing_tuned,32.48322147651007,1.3267052125881418
310,demographic_parity,True,social40,Fair-SMOTE_tuned,28.702460850111862,16.595226383716305
311,demographic_parity,True,social40,FairSSL-LS_tuned,35.659955257270695,3.4902737312968446
312,demographic_parity,True,social40,FairSSL-CT_tuned,30.60402684563759,14.970327808497997
313,demographic_parity,True,social40,FairSSL-LP_tuned,35.659955257270695,3.4902737312968446
314,demographic_parity,True,social40,FairSSL-ST_tuned,35.659955257270695,3.4902737312968446
